filterID,Validity,Note
KHC1540,1,
KHC1542,1,
KHC1543,1,
KHC1544,1,
KHC1545,1,
KHC1546,1,
KHC1547,1,
KHC1548,1,
KHC1549,1,
KHC1550,1,
KHC1551,1,
KHC1552,1,
KHC1553,1,
KHC1554,4,large HEPA difference
KHC1555,1,
KHC1556,1,
KHC1557,1,
KHC1558,4,no HEPA
KHC1559,1,
KHC1560,1,
KHC1561,1,
KHC1562,1,
KHC1563,1,
KHC1564,4,negative readings
KHC1565,1,
KHC1566,1,
KHC1567,1,
KHC1568,1,
KHC1569,1,
KHC1570,1,
KHC1571,1,
KHC1572,1,
KHC1573,1,
KHC1574,1,
KHC1575,1,
KHC1576,1,
KHC1577,1,
KHC1580,1,
KHC1581,1,
KHC1582,1,
KHC1583,1,
KHC1584,1,
KHC1585,1,
KHC1586,1,
KHC1587,1,
KHC1588,1,
KHC1589,1,
KHC1590,1,
KHC1591,4,no HEPA
KHC1592,4,large HEPA difference
KHC1593,1,
KHC1594,1,
KHC1595,1,
KHC1596,1,
KHC1597,4,no HEPA
KHC1598,1,
KHC1599,1,
KHC1601,1,
KHC1602,1,
KHC1603,1,
KHC1604,1,
KHC1605,1,
KHC1606,1,
KHC1607,2,some negative readings
KHC1608,1,
KHC1609,1,
KHC1610,1,
KHC1611,1,
KHC1612,1,
KHC1613,1,
KHC1614,1,
KHC1615,1,
KHC1616,1,
KHC1617,1,
KHC1618,1,
KHC1619,1,
KHC1620,1,
KHC1622,1,
KHC1623,1,
KHC1624,1,
KHC1625,1,
KHC1626,1,
KHC1627,1,
KHC1628,1,
KHC1629,1,
KHC1630,1,
KHC1631,1,
KHC1632,1,
KHC1633,4,large HEPA difference
KHC1634,1,
KHC1635,1,
KHC1636,4,no HEPA
KHC1637,1,
KHC1639,1,
KHC1640,1,
KHC1641,1,
KHC1642,1,
KHC1643,1,
KHC1644,1,
KHC1646,1,
KHC1647,1,
KHC1648,1,
KHC1649,1,
KHC1650,1,
KHC1652,1,
KHC1653,1,
KHC1655,1,
KHC1656,1,
KHC1657,1,
KHC1658,1,
KHC1659,1,
KHC1660,4,no HEPA
KHC1667,1,
KHC1668,1,
KHC1669,1,
KHC1670,1,
KHC1671,1,
KHC1672,1,
KHC1673,1,
KHC1674,1,
KHC1683,1,
KHC1684,1,
KHC1685,1,
KHC1686,1,
KHC1687,1,
KHC1688,1,
KHC1689,1,
KHC1699,1,
KHC1700,1,
KHC1701,1,
KHC1702,1,
KHC1703,1,
KHC1704,1,
KHC1705,1,
KHC1707,1,
KHC1708,1,
KHC1709,4,no HEPA
KHC1711,1,
KHC1712,1,
KHC1713,1,
KHC1714,1,
KHC1715,1,
KHC1716,1,
KHC1717,1,
KHC1718,1,
KHC1719,1,
KHC1720,1,
KHC1721,1,
KHC1722,1,
KHC1723,1,
KHC1724,1,
KHC1725,1,
KHC1726,1,
KHC1727,1,
KHC1728,1,
KHC1729,1,
KHC1730,1,
KHC1732,4,step baseline
KHC1736,1,
KHC1737,1,
KHC1738,1,
KHC1739,1,
KHC1740,1,
KHC1741,1,
KHC1742,1,
KHC1743,4,negative readings
KHC1744,1,
KHC1745,1,
KHC1746,1,
KHC1748,1,
KHC1749,1,
KHC1750,1,
KHC1751,4,no HEPA
KHC1752,1,
KHC1753,1,
KHC1754,1,
KHC1755,1,
KHC1756,1,
KHC1757,1,
KHC1758,1,
KHC1759,1,
KHC1760,1,
KHC1761,1,
KHC1762,1,
KHC1763,1,
KHC1764,1,
KHC1765,4,negative readings
KHC1766,1,
KHC1767,1,
KHC1778,1,
KHC1779,1,
KHC1780,1,
KHC1781,1,
KHC1782,1,
KHC1783,4,step baseline
KHC1784,4,large HEPA difference
KHC1785,1,
KHC1786,1,
KHC1787,1,
KHC1788,1,
KHC1789,1,
KHC1790,1,
KHC1791,1,
KHC1792,1,
KHC1793,1,
KHC1794,1,
KHC1795,1,
KHC1796,1,
KHC1797,1,
KHC1798,1,
KHC1799,4,step baseline
KHC1800,1,
KHC1801,1,
KHC1802,1,
KHC1803,1,
KHC1804,4,no HEPA
KHC1805,4,no HEPA
KHC1806,4,no HEPA
KHC1807,1,
KHC1808,1,
KHC1809,1,
KHC1810,1,
KHC1811,1,
KHC1812,1,
KHC1813,1,
KHC1814,1,
KHC1815,1,
KHC1817,1,
KHC1818,1,
KHC1821,1,
KHC1822,4,no HEPA
KHC1823,1,
KHC1824,4,step baseline
KHC1825,1,
KHC1826,1,
KHC1827,1,
KHC1828,1,
KHC1829,1,
KHC1830,1,
KHC1831,4,no HEPA
KHC1833,1,
KHC1834,1,
KHC1835,1,
KHC1836,1,
KHC1837,1,
KHC1838,1,
KHC1839,1,
KHC1840,1,
KHC1841,1,
KHC1842,1,
KHC1843,1,
KHC1844,1,
KHC1845,1,
KHC1846,1,
KHC1851,1,
KHC1852,1,
KHC1853,1,
KHC1854,1,
KHC1855,1,
KHC1856,1,
KHC1857,1,
KHC1858,4,no HEPA
KHC1859,1,
KHC1860,1,
KHC1861,1,
KHC1862,1,
KHC1863,1,
KHC1864,2,long period of zero reading
KHC1865,1,
KHC1866,1,
KHC1867,1,
KHC1874,1,
KHC1875,1,
KHC1876,1,
KHC1877,1,
KHC1878,1,
KHC1879,1,
KHC1880,1,
KHC1881,1,
KHC1882,1,
KHC1883,1,
KHC1885,1,
KHC1886,1,
KHC1887,1,
KHC1888,1,
KHC1889,1,
KHC1890,1,
KHC1891,1,
KHC1893,1,
KHC1894,1,
KHC1895,1,
KHC1896,1,
KHC1897,1,
KHC1899,1,
KHC1900,1,
KHC1901,1,
KHC1903,1,
KHC1904,1,
KHC1905,1,
KHC1906,1,
KHC1907,1,
KHC1908,1,
KHC1909,1,
KHC1911,1,
KHC1912,1,
KHC1913,1,
KHC1914,1,
KHC1918,1,
KHC1919,1,
KHC1920,1,
KHC1921,1,
KHC1924,1,
KHC1925,4,no HEPA
KHC1926,1,
KHC1927,2,elevated baseline
KHC1928,2,elevated baseline
KHC1929,2,elevated baseline
KHC1930,2,elevated baseline
KHC1931,2,elevated baseline
KHC1934,4,no HEPA
KHC1935,4,no HEPA
KHC1937,2,elevated baseline
KHC1938,2,elevated baseline
KHC1939,2,elevated baseline
KHC1942,4,no HEPA
KHC1943,4,no HEPA
KHC1944,4,no HEPA
KHC1945,4,no HEPA
KHC1946,4,no HEPA
KHC1947,2,elevated baseline
KHC1948,2,elevated baseline
KHC1956,1,
KHC1958,2,elevated baseline
KHC1959,4,no HEPA
KHC1960,4,no HEPA
KHC1961,1,
KHC1962,4,no HEPA
KHC1963,4,no HEPA
KHC1964,1,
KHC1967,1,
KHC1970,1,
KHC1971,1,
KHC1972,1,
KHC1973,1,
KHC1974,4,no HEPA
KHC1975,4,no HEPA
KHC1976,4,no HEPA
KHC1977,4,no HEPA
KHC1978,4,no HEPA
KHC1979,4,no HEPA
KHC1980,4,no HEPA
KHC1981,4,no HEPA
KHC1982,4,no HEPA
KHC1983,4,no HEPA
KHC1984,4,no HEPA
KHC1985,4,no HEPA
KHC1986,1,
KHC1987,2,elevated baseline
KHC1988,2,elevated baseline
KHC1989,2,elevated baseline
KHC1990,2,elevated baseline
KHC1991,1,
KHC1993,1,
KHC1994,1,
KHC1995,1,
KHC2001,2,elevated baseline
KHC2002,2,elevated baseline
KHC2003,2,elevated baseline
KHC2005,2,elevated baseline
KHC2007,2,elevated baseline
KHC2009,2,elevated baseline
KHC2010,2,elevated baseline
KHC2021,2,elevated baseline
KHC2022,2,elevated baseline
KHC2023,2,elevated baseline
KHC2024,2,elevated baseline
KHC2026,2,elevated baseline
KHC2027,2,elevated baseline
KHC2033,2,elevated baseline
KHCD01A,1,
KHCD01B,1,
KHCD01C,1,
KHCD02A,1,
KHCD02B,1,
KHCD02C,1,
KHCD03A,1,
KHCD03B,1,
KHCD03C,1,
KHCD04A,1,
KHCD04B,1,
KHCD04C,1,
KHCD05A,1,
KHCD05B,1,
KHCD05C,1,
KHCD06A,2,long period of zero reading
KHCD06B,4,step baseline
KHCD07A,4,negative readings
KHCD07B,1,
KHCD07C,1,
KHCD08A,1,
KHCD08B,1,
KHCD08C,1,
KHCD09A,1,
KHCD09B,1,
KHCD100A,4,negative readings
KHCD100B,1,
KHCD100C,1,
KHCD101A,1,
KHCD101B,1,
KHCD101C,1,
KHCD102A,1,
KHCD102B,1,
KHCD102C,1,
KHCD103A,1,
KHCD103B,1,
KHCD103C,1,
KHCD104A,1,
KHCD104C,1,
KHCD105A,4,no HEPA
KHCD105C,1,
KHCD106A,1,
KHCD106B,1,
KHCD106C,1,
KHCD107A,1,
KHCD107B,1,
KHCD107C,1,
KHCD108A,1,
KHCD108B,1,
KHCD108C,1,
KHCD109A,1,
KHCD109B,1,
KHCD109C,1,
KHCD10A,1,
KHCD10B,1,
KHCD110A,1,
KHCD110B,1,
KHCD110C,1,
KHCD111A,1,
KHCD111B,1,
KHCD111C,1,
KHCD112A,1,
KHCD112B,1,
KHCD112C,1,
KHCD113A,1,
KHCD113B,1,
KHCD113C,1,
KHCD114A,1,
KHCD114B,1,
KHCD114C,1,
KHCD115A,1,
KHCD115B,1,
KHCD115C,1,
KHCD116A,1,
KHCD116B,4,no HEPA
KHCD116C,1,
KHCD117A,1,
KHCD117B,4,no HEPA
KHCD117C,4,no HEPA
KHCD118A,1,
KHCD118B,1,
KHCD118C,1,
KHCD119A,1,
KHCD119B,1,
KHCD119C,1,
KHCD11A,1,
KHCD11B,1,
KHCD11C,1,
KHCD120A,1,
KHCD120B,1,
KHCD120C,1,
KHCD121A,1,
KHCD121B,1,
KHCD121C,1,
KHCD122A,1,
KHCD122B,1,
KHCD122C,1,
KHCD123A,1,
KHCD124A,1,
KHCD124B,1,
KHCD124C,1,
KHCD125A,1,
KHCD125B,1,
KHCD125C,2,long period of zero reading
KHCD126A,2,long period of zero reading
KHCD126B,2,long period of zero reading
KHCD126C,2,long period of zero reading
KHCD127A,4,large HEPA difference
KHCD127B,4,no HEPA
KHCD127C,1,
KHCD128B,4,step baseline
KHCD128C,1,
KHCD129A,1,
KHCD129B,1,
KHCD129C,1,
KHCD12A,1,
KHCD12B,1,
KHCD12C,4,no HEPA
KHCD130A,1,
KHCD130B,1,
KHCD130C,1,
KHCD131B,1,
KHCD131C,1,
KHCD132A,1,
KHCD132B,1,
KHCD132C,1,
KHCD13B,1,
KHCD13C,1,
KHCD14A,1,
KHCD14B,1,
KHCD14C,1,
KHCD15A,1,
KHCD15B,1,
KHCD15C,1,
KHCD16A,1,
KHCD16B,1,
KHCD16C,1,
KHCD17A,1,
KHCD17B,1,
KHCD17C,1,
KHCD18A,1,
KHCD18B,4,no HEPA
KHCD19A,1,
KHCD19B,1,
KHCD19C,1,
KHCD20A,1,
KHCD20B,1,
KHCD21A,1,
KHCD21B,1,
KHCD21C,1,
KHCD22A,1,
KHCD22B,1,
KHCD22C,1,
KHCD23A,1,
KHCD23B,1,
KHCD24A,1,
KHCD24B,1,
KHCD24C,1,
KHCD25A,1,
KHCD25B,1,
KHCD25C,1,
KHCD26A,1,
KHCD26B,1,
KHCD26C,1,
KHCD27A,1,
KHCD27B,1,
KHCD27C,1,
KHCD28A,1,
KHCD28B,1,
KHCD29A,1,
KHCD29B,1,
KHCD29C,1,
KHCD30A,1,
KHCD30C,1,
KHCD31A,1,
KHCD31B,1,
KHCD31C,1,
KHCD32A,1,
KHCD32B,1,
KHCD32C,1,
KHCD33A,1,
KHCD33B,1,
KHCD33C,1,
KHCD34A,1,
KHCD34B,1,
KHCD34C,1,
KHCD35A,1,
KHCD35B,1,
KHCD35C,1,
KHCD36A,1,
KHCD36B,1,
KHCD36C,1,
KHCD37A,1,
KHCD37B,1,
KHCD37C,1,
KHCD38A,1,
KHCD38B,1,
KHCD38C,1,
KHCD39A,4,step baseline
KHCD39B,4,step baseline
KHCD39C,4,step baseline
KHCD40A,1,
KHCD40B,1,
KHCD40C,1,
KHCD41A,1,
KHCD41B,1,
KHCD41C,1,
KHCD42A,1,
KHCD42B,1,
KHCD42C,1,
KHCD43A,1,
KHCD43B,1,
KHCD43C,1,
KHCD44A,1,
KHCD44B,2,large HEPA difference
KHCD44C,1,
KHCD45A,1,
KHCD45B,1,
KHCD45C,1,
KHCD46A,1,
KHCD46B,1,
KHCD46C,1,
KHCD47A,4,no HEPA
KHCD47B,4,step baseline
KHCD47C,1,
KHCD48A,1,
KHCD48B,1,
KHCD48C,1,
KHCD49A,1,
KHCD49B,1,
KHCD49C,1,
KHCD50A,1,
KHCD50B,1,
KHCD50C,1,
KHCD51A,1,
KHCD51B,1,
KHCD51C,1,
KHCD52A,1,
KHCD52B,1,
KHCD52C,1,
KHCD53A,1,
KHCD53B,1,
KHCD53C,1,
KHCD54A,1,
KHCD54B,1,
KHCD54C,1,
KHCD55A,1,
KHCD55B,1,
KHCD55C,1,
KHCD56A,1,
KHCD56B,1,
KHCD56C,1,
KHCD57A,1,
KHCD57B,4,no HEPA
KHCD57C,4,no HEPA
KHCD58A,1,
KHCD58B,1,
KHCD58C,1,
KHCD59A,1,
KHCD59B,4,step baseline
KHCD59C,4,large HEPA difference
KHCD61A,1,
KHCD61B,1,
KHCD62B,1,
KHCD62C,1,
KHCD63A,1,
KHCD63B,1,
KHCD63C,1,
KHCD64A,1,
KHCD64B,1,
KHCD64C,1,
KHCD65A,4,step baseline
KHCD65C,1,
KHCD66A,1,
KHCD66B,1,
KHCD66C,1,
KHCD67A,1,
KHCD67B,1,
KHCD67C,1,
KHCD68A,1,
KHCD68B,1,
KHCD68C,1,
KHCD69A,4,no HEPA
KHCD69B,4,no HEPA
KHCD69C,2,long period of zero reading
KHCD70A,1,
KHCD70B,1,
KHCD70C,1,
KHCD71A,1,
KHCD71B,1,
KHCD72A,1,
KHCD72B,1,
KHCD72C,1,
KHCD73A,1,
KHCD73B,1,
KHCD73C,1,
KHCD74A,1,
KHCD74B,1,
KHCD74C,1,
KHCD75A,1,
KHCD75B,1,
KHCD76A,1,
KHCD76B,1,
KHCD77A,1,
KHCD77B,1,
KHCD78A,2,long period of zero reading
KHCD78B,1,
KHCD78C,1,
KHCD79A,1,
KHCD79B,1,
KHCD79C,1,
KHCD80A,4,step baseline
KHCD80B,4,no HEPA
KHCD80C,1,
KHCD81A,4,no HEPA
KHCD81B,4,no HEPA
KHCD82A,1,
KHCD82B,1,
KHCD82C,1,
KHCD83A,1,
KHCD83B,1,
KHCD83C,1,
KHCD84A,1,
KHCD84B,1,
KHCD84C,1,
KHCD85A,1,
KHCD85B,1,
KHCD85C,1,
KHCD86A,1,
KHCD86B,1,
KHCD86C,1,
KHCD87A,2,long period of zero reading
KHCD87B,2,long period of zero reading
KHCD87C,2,long period of zero reading
KHCD88A,1,
KHCD88B,1,
KHCD88C,1,
KHCD89A,1,
KHCD89B,4,large HEPA difference
KHCD89C,2,some negative readings
KHCD90A,1,
KHCD90B,1,
KHCD90C,1,
KHCD91A,2,some negative readings
KHCD91B,1,
KHCD91C,1,
KHCD92A,1,
KHCD92B,1,
KHCD92C,1,
KHCD93A,1,
KHCD93B,1,
KHCD93C,4,no HEPA
KHCD94A,1,
KHCD94B,1,
KHCD94C,1,
KHCD95A,2,large HEPA difference
KHCD95B,1,
KHCD95C,1,
KHCD96A,1,
KHCD96B,1,
KHCD96C,1,
KHCD97A,1,
KHCD97B,1,
KHCD97C,1,
KHCD98A,1,
KHCD98C,1,
KHCD99A,1,
KHCD99C,1,
